593,0.36186600012,0.37909964394,0.355121557384,0.355582867566,0.351136247652,0.365165494352,0.377238650339,0.3453724765,0.35690662736,0.348165994874,0.367676704587,0.345406590931,0.36238892341,0.371725157104,0.352412453189,0.357338908604,0.363246541814,0.366639360615,0.352375629766,0.369809301268,0.373217436407,0.357713871849,0.368191971573,0.34619100405,0.350770394375,0.351009846948,0.340712500179,0.364760618461,0.361145383712,0.349617590655
2031,0.0129284212593,0.0135981347344,0.0146089822288,0.014706183477,0.0126690325142,0.0178899366142,0.0162594325456,0.0144789425344,0.0132887410508,0.0130686525111,0.0162602206139,0.0156281313488,0.0140009681449,0.0159520158529,0.0171039690251,0.0163909001476,0.0128641630281,0.0158535767984,0.0138499730004,0.015844007871,0.0162026228689,0.0144952077438,0.0127631203468,0.0138725109366,0.0142762903113,0.0138363626019,0.0127714847786,0.0151879982167,0.0143426935075,0.0144126511623
1869,0.0132350788478,0.0151767729352,0.0129328829606,0.0133741885993,0.013299331486,0.0127629475622,0.0128597800019,0.0130067948561,0.0118274441424,0.0111669416186,0.0133080952482,0.011498489735,0.0135558080205,0.0118592346049,0.0125970238676,0.0115490302403,0.0113437625793,0.0114456005627,0.011958763269,0.015074287576,0.0135006629849,0.0127852348106,0.0152003625412,0.012107378612,0.014429439812,0.0132972924539,0.0137757881489,0.0137772216915,0.0127802241464,0.0127210025172
1868,0.000698168482018,0.000468735566542,0.000841072863973,0.00122817736072,0.000625655538297,0.00158871430148,0.00121545270883,0.000169845917076,0.000646775110737,0.00165952286865,0.00133527122985,0.00142238755937,0.00136964746098,0.00017926421259,0.00101161710276,0.00158078361688,0.000205253020372,0.00125237688922,0.000637891824344,0.000866451517354,0.0017044691229,0.00167381879088,0.00107006413541,0.000345727782432,0.00104871454901,0.00190480055364,0.000311851206746,0.00112122201461,0.000245957083957,0.00188923222596
643,0.00152834555633,-0.000146164520526,0.00184058335372,0.00116556921555,0.0025147909763,0.000917746227143,0.00130440742975,-0.000342655471296,0.0034341494846,0.00250590674144,0.00284893495905,2.85893753666e-05,0.00194876438544,0.000946066376185,0.000231807385039,0.00125362752071,-0.000626746339353,0.00330039434606,0.000592884091019,-0.000392103208401,0.0019713656609,0.000530415288585,0.00256715991781,-0.00102386380899,5.5344216853e-05,0.0019981103506,0.000779057410816,0.00155273755966,0.00127983418513,0.00304062577121
344,0.164263464974,0.167516308378,0.151440793091,0.156605525808,0.141733270732,0.16904679368,0.158184886397,0.155557186338,0.163360079459,0.15375473949,0.160848628316,0.153561359114,0.156942419064,0.162575087375,0.149130100943,0.160603564632,0.148552472785,0.152122132506,0.152907656807,0.167387966015,0.174151531558,0.156944152806,0.15614738476,0.160441116856,0.154534253576,0.15314780764,0.158042989404,0.158856308684,0.154916340409,0.156834624025
345,0.143758136634,0.165665201477,0.145811992646,0.139338384288,0.152371608212,0.154973190416,0.161879112042,0.138100151121,0.143485525448,0.139437198815,0.152812818883,0.142204327248,0.14734444364,0.158176585744,0.148628353645,0.146902467173,0.154171139785,0.145139498111,0.146746948246,0.149723532076,0.16744893771,0.144176137714,0.159547579124,0.15792126788,0.143369190235,0.147630246305,0.136323100952,0.154438084018,0.145628122281,0.138664349928
346,0.0526081932401,0.0627817984632,0.0568059319918,0.0536791781285,0.042144893994,0.0498741218788,0.0557369456089,0.0451256432674,0.0514427719752,0.0508168018447,0.055459426539,0.0503251393544,0.0523534880938,0.0543860178959,0.0412761526183,0.051499468679,0.0433541675135,0.0619570565968,0.0489683327882,0.0520757316292,0.0493001749689,0.0523685350734,0.046010056058,0.0480028508879,0.0575512463235,0.0478229589004,0.0441090739132,0.0546824606077,0.0550319823506,0.0408463292966
347,0.0201402198049,0.0229143513576,0.0227588708924,0.0213376779643,0.0211744723277,0.0208538444898,0.0206691346703,0.0170386875356,0.0223733050254,0.0238671759339,0.0229003887976,0.0185111028529,0.0203358148075,0.0201453423704,0.0201018561453,0.0180462858255,0.0242180115388,0.0186071806246,0.0217771794427,0.0226126498555,0.0164569569484,0.0207530349636,0.0151393196727,0.0208423327299,0.0171334091503,0.0168128056287,0.0142368936811,0.0207794956962,0.0220269432801,0.0150798120058
340,0.0295506418295,0.0257267946113,0.0284780315207,0.0253290283197,0.0276548366524,0.0319149948212,0.0310364458256,0.0296596141126,0.0359007924598,0.0304672579479,0.022593875756,0.0243013798079,0.0258654668071,0.0399927421007,0.0280227680661,0.027513210195,0.0341010917007,0.033213201863,0.0315576655561,0.0318162014096,0.0300078066337,0.0293904847525,0.0300132810432,0.0345054317721,0.0278866954465,0.0227902096466,0.0204024345794,0.0264528449897,0.0249663385121,0.0255191418158
